dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
Outlander,725.000.000,Mitsubishi,Tự động,SUV / Cross over,35,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,155.000.000,Hyundai,Số sàn,Sedan,50000,2015,,4,Đã sử dụng,Ấn Độ
Sprinter,175.000.000,Mercedes Benz,Số sàn,Van,200000,2007,Dầu,6,Đã sử dụng,Việt Nam
GLC,1.420.000.000,Mercedes Benz,Tự động,SUV / Cross over,47700,2017,Xăng,5,Đã sử dụng,Việt Nam
Lanos,52.000.000,Daewoo,Số sàn,Sedan,500000,2003,Xăng,5,Đã sử dụng,Hàn Quốc
Dòng khác,270.000.000,Asia,Số sàn,,60000,1981,Xăng,,Đã sử dụng,Mỹ
Elantra,166.666.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Civic,698.000.000,Honda,Tự động,Sedan,15000,2019,Xăng,5,Đã sử dụng,Thái Lan
County,265.000.000,Hyundai,Số sàn,,200000,2009,Dầu,Khác,Đã sử dụng,Hàn Quốc
Innova,285.000.000,Toyota,Số sàn,Minivan (MPV),40,2010,Xăng,8,Đã sử dụng,Hàn Quốc
Avante,295.000.000,Hyundai,Số sàn,Sedan,97000,2014,Xăng,5,Đã sử dụng,
5 Series,750.000.000,BMW,Tự động,Sedan,88000,2011,Xăng,5,Đã sử dụng,Đức
Corolla,115.000.000,Toyota,Số sàn,Sedan,200000,1997,Xăng,5,Đã sử dụng,Nhật Bản
Spark,199.000.000,Chevrolet,Tự động,Hatchback,145,2013,Xăng,5,Đã sử dụng,Nhật Bản
Corolla,135.000.000,Toyota,Số sàn,Sedan,200000,1997,Xăng,5,Đã sử dụng,
Explorer,1.420.000.000,Ford,Tự động,SUV / Cross over,10000,2016,Xăng,8,Đã sử dụng,Mỹ
Tourneo,1.950.000.000,Ford,Tự động,Minivan (MPV),,2021,Xăng,6,Mới,Việt Nam
Hi lander,117.000.000,Isuzu,Số sàn,SUV / Cross over,200,2003,Dầu,8,Đã sử dụng,Nhật Bản
E Class,1.999.000.000,Mercedes Benz,Tự động,Sedan,11000,2019,Xăng,5,Đã sử dụng,
Cerato,375.000.000,Kia,Tự động,Hatchback,73000,2012,Xăng,5,Đã sử dụng,Hàn Quốc
Rush,634.000.000,Toyota,Tự động,,,2021,Xăng,,Mới,Nước khác
Xpander,550.000.000,Mitsubishi,Tự động,Minivan (MPV),33210,2019,Xăng,5,Đã sử dụng,Nước khác
Vios,496.000.000,Toyota,Tự động,Sedan,47000,2019,Xăng,5,Đã sử dụng,Việt Nam
Zace,168.000.000,Toyota,Số sàn,SUV / Cross over,180000,2003,Xăng,8,Đã sử dụng,Việt Nam
Fortuner,865.000.000,Toyota,Số sàn,SUV / Cross over,45000,2019,Dầu,7,Đã sử dụng,Nước khác
Cerato,598.000.000,Kia,Tự động,Sedan,16000,2019,Xăng,5,Đã sử dụng,Việt Nam
Xpander,555.000.000,Mitsubishi,Số sàn,Minivan (MPV),,2021,Xăng,7,Mới,Nước khác
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Vios,460.000.000,Toyota,Tự động,Sedan,12000,2018,Xăng,5,Đã sử dụng,Việt Nam
3,666.000.000,Mazda,Tự động,Sedan,16000,2020,Xăng,5,Đã sử dụng,Việt Nam
3,545.000.000,Mazda,Tự động,Sedan,42000,2017,Xăng,5,Đã sử dụng,
Matiz,55.000.000,Daewoo,Số sàn,,50000,2003,Xăng,,Đã sử dụng,
Fiesta,368.000.000,Ford,Tự động,Sedan,102861,2015,Xăng,5,Đã sử dụng,Việt Nam
Elantra,580.000.000,Hyundai,Tự động,Sedan,50000,2018,Xăng,5,Đã sử dụng,
Accent,415.000.000,Hyundai,Tự động,Hatchback,52061,2015,Xăng,5,Đã sử dụng,Hàn Quốc
6,865.000.000,Mazda,Tự động,Sedan,13000,2020,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,428.000.000,Toyota,Tự động,SUV / Cross over,134143,2010,Xăng,7,Đã sử dụng,Thái Lan
Spark,90.000.000,Chevrolet,Số sàn,,,2010,Xăng,,Đã sử dụng,
Camry,615.000.000,Toyota,Tự động,Sedan,89569,2010,Xăng,4,Đã sử dụng,Mỹ
Fortuner,419.000.000,Toyota,Tự động,SUV / Cross over,95000,2010,Xăng,7,Đã sử dụng,Việt Nam
,3.100.000.000,,,,,,,,Mới,
Corolla Cross,720.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Pajero,170.000.000,Mitsubishi,Số sàn,SUV / Cross over,200000,2004,Xăng,5,Đã sử dụng,Nhật Bản
Morning,143.000.000,Kia,Số sàn,Hatchback,169,2008,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,390.000.000,Hyundai,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Xpander,145.000.000,Mitsubishi,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Nước khác
5008,1.219.000.000,Peugeot,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
CX 5,760.000.000,Mazda,Tự động,SUV / Cross over,58000,2018,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,655.000.000,Toyota,Số sàn,SUV / Cross over,90000,2016,Dầu,7,Đã sử dụng,Việt Nam
C Class,400.000.000,Mercedes Benz,Tự động,Sedan,82000,2010,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,355.000.000,Hyundai,Tự động,Hatchback,38000,2018,Xăng,5,Đã sử dụng,Việt Nam
Hilux,835.000.000,Toyota,Tự động,Pick-up (bán tải),30000,2019,Dầu,5,Đã sử dụng,Thái Lan
,90.000.000,,,,,,,,Đã sử dụng,
Captiva,210.000.000,Chevrolet,Số sàn,SUV / Cross over,110000,2008,Xăng,7,Đã sử dụng,
Camry,969.000.000,Toyota,Tự động,Sedan,19000,2019,Xăng,5,Đã sử dụng,Thái Lan
Citivan,56.000.000,Daihatsu,Số sàn,Minivan (MPV),235625,2000,Xăng,5,Đã sử dụng,Việt Nam
Spark,132.000.000,Chevrolet,Số sàn,Hatchback,83000,2009,Xăng,5,Đã sử dụng,Mỹ
Discovery,2.100.000.000,LandRover,Tự động,SUV / Cross over,50000,2017,Xăng,7,Đã sử dụng,Nước khác
,495.000.000,Toyota,Số sàn,SUV / Cross over,700000,2017,Xăng,8,Đã sử dụng,Việt Nam
Accent,490.000.000,Hyundai,Tự động,Sedan,19000,2019,Xăng,5,Đã sử dụng,Việt Nam
Morning,235.000.000,Kia,Số sàn,Hatchback,40000,2016,Xăng,5,Đã sử dụng,Việt Nam
Carnival,185.000.000,Kia,Số sàn,Minivan (MPV),86528,2006,Xăng,9,Đã sử dụng,Hàn Quốc
Transit,420.000.000,Ford,Số sàn,Kiểu dáng khác,60000,2017,Dầu,7,Đã sử dụng,Việt Nam
Range Rover,5.150.000.000,LandRover,Tự động,SUV / Cross over,51000,2014,,5,Đã sử dụng,Nước khác
Vios,485.000.000,Toyota,Tự động,Sedan,40000,2019,Xăng,5,Đã sử dụng,
Dòng khác,7.500.000,Hãng khác,Tự động,,,2008,,,Đã sử dụng,
Cruze,365.000.000,Chevrolet,Số sàn,Sedan,45000,2018,Xăng,5,Đã sử dụng,Hàn Quốc
Accent,365.000.000,Hyundai,Tự động,Sedan,50000,2019,,5,Đã sử dụng,Việt Nam
Sorento,999.000.000,Kia,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Corolla Cross,720.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
CR V,565.000.000,Honda,Tự động,SUV / Cross over,124000,2014,Xăng,5,Đã sử dụng,Nhật Bản
Grand i10,193.000.000,Hyundai,Số sàn,Hatchback,50000,2014,Xăng,5,Đã sử dụng,Ấn Độ
Dòng khác,309.300.000,Suzuki,Số sàn,,,2021,Xăng,,Mới,Nước khác
Kona,570.000.000,Hyundai,Tự động,,,2021,,,Mới,
Bluebird,25.000.000,Nissan,Số sàn,Sedan,123456,1986,Xăng,5,Đã sử dụng,Nhật Bản
Swift,370.000.000,Suzuki,Tự động,Hatchback,60000,2016,Xăng,5,Đã sử dụng,Việt Nam
Camry,775.000.000,Toyota,Tự động,Sedan,56000,2017,Xăng,5,Đã sử dụng,
Ranger,633.000.000,Ford,Tự động,Pick-up (bán tải),40789,2019,Dầu,5,Đã sử dụng,Thái Lan
Vivant,190.000.000,Chevrolet,Tự động,Sedan,120000,2009,Xăng,7,Đã sử dụng,Việt Nam
Lux,130.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Range Rover,7.450.000.000,LandRover,Tự động,SUV / Cross over,16000,2018,Dầu,5,Đã sử dụng,Mỹ
Vios,385.000.000,Toyota,Số sàn,Sedan,50000,2018,Xăng,5,Đã sử dụng,Việt Nam
Sedona,1.020.000.000,Kia,Tự động,Minivan (MPV),21000,2020,Dầu,5,Đã sử dụng,Việt Nam
Solati,680.000.000,Hyundai,Số sàn,Kiểu dáng khác,108000,2017,Dầu,16,Đã sử dụng,Hàn Quốc
Vios,348.000.000,Toyota,Số sàn,Hatchback,43000,2017,Xăng,5,Đã sử dụng,Việt Nam
3,560.000.000,Mazda,Tự động,Sedan,38000,2018,Xăng,5,Đã sử dụng,Nhật Bản
Sedona,1.030.000.000,Kia,Tự động,Minivan (MPV),20000,2020,Xăng,7,Đã sử dụng,Việt Nam
Carens,335.000.000,Kia,Số sàn,Minivan (MPV),58000,2014,,7,Đã sử dụng,Hàn Quốc
Carens,285.000.000,Kia,Số sàn,Minivan (MPV),90000,2012,Xăng,7,Đã sử dụng,Việt Nam
Ranger,298.000.000,Ford,Số sàn,Pick-up (bán tải),130000,2011,,5,Đã sử dụng,Thái Lan
Camry,825.000.000,Toyota,Tự động,Sedan,40000,2018,Xăng,5,Đã sử dụng,Việt Nam
Seltos,719.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
6,575.000.000,Mazda,Tự động,Sedan,80,2016,Xăng,5,Đã sử dụng,
Forte,275.000.000,Kia,Số sàn,Sedan,9000,2011,Xăng,5,Đã sử dụng,Việt Nam
Tiguan,1.599.000.000,Volkswagen,Tự động,SUV / Cross over,,2021,,7,Đã sử dụng,Đức
RX,3.180.000.000,Lexus,Tự động,SUV / Cross over,,2020,Xăng,5,Mới,Nhật Bản
CR V,1.039.000.000,Honda,Tự động,SUV / Cross over,6779,2020,Xăng,7,Đã sử dụng,Việt Nam
Accent,510.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Rondo,569.000.000,Kia,Tự động,Minivan (MPV),27705,2019,Xăng,7,Đã sử dụng,Việt Nam
Escape,295.000.000,Ford,Tự động,SUV / Cross over,91000,2010,Xăng,5,Đã sử dụng,Việt Nam
2,428.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Civic,263.000.000,Honda,Tự động,Sedan,145000,2008,Xăng,4,Đã sử dụng,Việt Nam
Transit,650.000.000,Ford,Số sàn,Kiểu dáng khác,33000,2020,Dầu,16,Đã sử dụng,Việt Nam
Spark,150.000.000,Chevrolet,Số sàn,Hatchback,51000,2017,Xăng,2,Đã sử dụng,Việt Nam
Escalade,4.450.000.000,Cadillac,Tự động,SUV / Cross over,390000,2016,Xăng,8,Đã sử dụng,Mỹ
Range Rover Evoque,1.380.000.000,LandRover,Tự động,SUV / Cross over,46000,2014,Xăng,8,Đã sử dụng,Mỹ
Orlando,292.000.000,Chevrolet,Tự động,SUV / Cross over,90000,2011,Xăng,7,Đã sử dụng,Việt Nam
Everest,1.181.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Thái Lan
Innova,608.000.000,Toyota,Tự động,SUV / Cross over,62000,2017,Xăng,8,Đã sử dụng,Việt Nam
100,5.000.000,Audi,Tự động,,1,2021,,,Đã sử dụng,
Sorento,460.000.000,Kia,Tự động,SUV / Cross over,65000,2010,Xăng,7,Đã sử dụng,Hàn Quốc
3,370.000.000,Mazda,Tự động,Sedan,70750,2013,Xăng,5,Đã sử dụng,Việt Nam
GentraX,165.000.000,Daewoo,Số sàn,Hatchback,100000,2009,Xăng,5,Đã sử dụng,Việt Nam
Q5,1.339.000.000,Audi,Tự động,SUV / Cross over,46000,2016,Xăng,8,Đã sử dụng,Đức
Vios,255.000.000,Toyota,Số sàn,Sedan,10000,2010,Xăng,5,Đã sử dụng,Việt Nam
Corolla Cross,865.000.000,Toyota,Tự động,SUV / Cross over,9000,2020,Xăng,5,Đã sử dụng,
Innova,299.000.000,Toyota,Số sàn,Minivan (MPV),100,2010,Xăng,8,Đã sử dụng,Nhật Bản
Citivan,5.500.000,Daihatsu,Số sàn,Minivan (MPV),686868,1998,Xăng,7,Đã sử dụng,Việt Nam
Vios,275.000.000,Toyota,Số sàn,Sedan,80000,2011,Xăng,5,Đã sử dụng,Việt Nam
3,485.000.000,Mazda,Tự động,Hatchback,50000,2016,Xăng,5,Đã sử dụng,
Cruze,320.000.000,Chevrolet,Tự động,,77000,2013,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,485.000.000,Toyota,Số sàn,Minivan (MPV),55000,2016,Xăng,8,Đã sử dụng,Việt Nam
3,485.000.000,Mazda,Tự động,Hatchback,80000,2016,Xăng,5,Đã sử dụng,
Triton,275.000.000,Mitsubishi,Số sàn,Pick-up (bán tải),95000,2011,Dầu,5,Đã sử dụng,Thái Lan
Bluebird,42.000.000,Nissan,Số sàn,,90000,1988,Xăng,,Đã sử dụng,
Aveo,224.000.000,Chevrolet,Số sàn,Sedan,123456,2017,Xăng,5,Đã sử dụng,
Accord,105.000.000,Honda,Số sàn,Sedan,100000,1992,Xăng,5,Đã sử dụng,Nhật Bản
Accent,471.000.000,Hyundai,Số sàn,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Santa Fe,1.106.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
County,360.000.000,Hyundai,Số sàn,Kiểu dáng khác,250,2013,Dầu,Khác,Đã sử dụng,Hàn Quốc
Rondo,415.000.000,Kia,Số sàn,Minivan (MPV),8,2017,Xăng,7,Đã sử dụng,Việt Nam
Lacetti,165.000.000,Daewoo,Tự động,Sedan,80000,2011,Xăng,5,Đã sử dụng,Việt Nam
3 Series,720.000.000,BMW,Tự động,Sedan,66000,2013,Xăng,4,Đã sử dụng,Đức
Accent,395.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Seltos,689.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Civic,315.000.000,Honda,Tự động,Sedan,60000,2008,Xăng,5,Đã sử dụng,Việt Nam
Attrage,356.000.000,Mitsubishi,Số sàn,,,2021,Xăng,5,Mới,
Wigo,385.000.000,Toyota,Tự động,Hatchback,,2021,Xăng,5,Mới,Nước khác
Aerostar,135.000.000,Ford,Tự động,,1247,2004,Xăng,5,Đã sử dụng,Mỹ
Lanos,55.000.000,Daewoo,Số sàn,Sedan,78000,2002,Xăng,5,Đã sử dụng,Hàn Quốc
GLC,1.440.000.000,Mercedes Benz,Tự động,SUV / Cross over,55000,2017,Xăng,5,Đã sử dụng,Việt Nam
Land Cruiser,350.000.000,Toyota,Số sàn,,55000,1993,Dầu,7,Đã sử dụng,Nhật Bản
Ranger,766.000.000,Ford,Tự động,Pick-up (bán tải),90,2019,Dầu,5,Đã sử dụng,Thái Lan
Vios,428.000.000,Toyota,Tự động,Sedan,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Zace,125,Toyota,Số sàn,Sedan,12000,2002,Xăng,8,Đã sử dụng,Việt Nam
Innova,358.000.000,Toyota,Số sàn,Minivan (MPV),700000,2014,Xăng,7,Đã sử dụng,
Pajero,245.000.000,Mitsubishi,Số sàn,SUV / Cross over,190000,2005,Xăng,7,Đã sử dụng,
Pajero,220.000.000,Mitsubishi,Số sàn,SUV / Cross over,150000,2004,Xăng,5,Đã sử dụng,Nhật Bản
Grand i10,318.000.000,Hyundai,Tự động,Hatchback,86000,2016,Xăng,5,Đã sử dụng,Ấn Độ
Dòng khác,200.000.000,Mitsubishi,Tự động,Kiểu dáng khác,5000,1996,,Khác,Đã sử dụng,Nhật Bản
Vios,389.000.000,Toyota,Số sàn,Sedan,3800,2018,Xăng,5,Đã sử dụng,Việt Nam
Vios,446.000.000,Toyota,Tự động,Sedan,60000,2017,Xăng,5,Đã sử dụng,Việt Nam
CR V,598.000.000,Honda,Tự động,SUV / Cross over,54000,2014,Xăng,5,Đã sử dụng,Việt Nam
Vios,150.000.000,Toyota,Số sàn,Sedan,150000,2003,Xăng,5,Đã sử dụng,Nhật Bản
Land Cruiser,300.000.000,Toyota,Số sàn,SUV / Cross over,12345,1991,Xăng,7,Đã sử dụng,Nhật Bản
Xpander,575.000.000,Mitsubishi,Tự động,SUV / Cross over,22999,2020,Xăng,7,Đã sử dụng,Thái Lan
EcoSport,555.000.000,Ford,Tự động,SUV / Cross over,10000,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,199.000.000,Toyota,Số sàn,SUV / Cross over,20000,2006,Xăng,8,Đã sử dụng,Việt Nam
Fadil,382.500.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
C Class,965.000.000,Mercedes Benz,Tự động,Sedan,40000,2015,Xăng,5,Đã sử dụng,Việt Nam
Morning,270.000.000,Kia,Tự động,Hatchback,70000,2016,Xăng,5,Đã sử dụng,Hàn Quốc
Jolie,119.000.000,Mitsubishi,Số sàn,SUV / Cross over,13853,2004,Xăng,7,Đã sử dụng,Việt Nam
Vitara,545.000.000,Suzuki,Tự động,SUV / Cross over,39000,2016,Xăng,5,Đã sử dụng,Nước khác
Fortuner,555.000.000,Toyota,Tự động,SUV / Cross over,140000,2014,Xăng,7,Đã sử dụng,Việt Nam
Captiva,285.000.000,Chevrolet,Tự động,SUV / Cross over,75000,2008,Xăng,7,Đã sử dụng,Mỹ
Explorer,1.799.000.000,Ford,Tự động,SUV / Cross over,15000,2018,Xăng,7,Đã sử dụng,Mỹ
Cerato,596.000.000,Kia,Tự động,Sedan,21000,2019,Xăng,5,Đã sử dụng,Việt Nam
Q7,620.000.000,Audi,Tự động,SUV / Cross over,98000,2007,Xăng,7,Đã sử dụng,Đức
Corolla Cross,918.000.000,Toyota,Tự động,SUV / Cross over,,2021,Động cơ Hybrid,5,Mới,Thái Lan
Dòng khác,30.500.000,Hãng khác,Số sàn,Sedan,316246,1997,Xăng,4,Đã sử dụng,Việt Nam
Innova,260.000.000,Toyota,Số sàn,Minivan (MPV),280000,2007,Xăng,8,Đã sử dụng,Việt Nam
Lanos,70.000.000,Daewoo,Số sàn,Sedan,260000,2005,Xăng,5,Đã sử dụng,Việt Nam
Carnival,1.199.000.000,Kia,Tự động,Minivan (MPV),,2021,Dầu,8,Mới,Việt Nam
Escape,335.000.000,Ford,Tự động,SUV / Cross over,80000,2010,Xăng,5,Đã sử dụng,
Fortuner,555.000.000,Toyota,Số sàn,SUV / Cross over,85000,2013,Dầu,7,Đã sử dụng,Việt Nam
Attrage,338.000.000,Mitsubishi,Số sàn,Sedan,12000,2020,Xăng,5,Đã sử dụng,Nước khác
Corolla Cross,820.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Nước khác
Vios,235.555.555,Toyota,Tự động,,10000,2008,Xăng,4,Đã sử dụng,
Rondo,500,Kia,Tự động,SUV / Cross over,23000,2016,Xăng,7,Đã sử dụng,Việt Nam
Forester,1.144.000.000,Subaru,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Carens,270.000.000,Kia,Tự động,Minivan (MPV),120000,2009,Xăng,7,Đã sử dụng,Việt Nam
Morning,215.000.000,Kia,Tự động,Hatchback,90000,2010,,5,Đã sử dụng,Hàn Quốc
Cerato,475.000.000,Kia,Tự động,Sedan,60000,2017,Xăng,5,Đã sử dụng,Việt Nam
6,706.000.000,Mazda,Tự động,Sedan,36000,2018,Xăng,5,Đã sử dụng,
3,437.000.000,Mazda,Tự động,Sedan,589123,2016,Xăng,5,Đã sử dụng,Việt Nam
RX,2.940.000.000,Lexus,Tự động,SUV / Cross over,40000,2017,Xăng,5,Đã sử dụng,
Vios,169.000.000,Toyota,Số sàn,Sedan,95,2009,Xăng,5,Đã sử dụng,Nhật Bản
Innova,490.000.000,Toyota,Số sàn,Minivan (MPV),72400,2016,Xăng,8,Đã sử dụng,Việt Nam
3,480.000.000,Mazda,Tự động,Sedan,40000,2017,Xăng,5,Đã sử dụng,Việt Nam
Solati,700.000.000,Hyundai,Số sàn,Van,55000,2019,Dầu,16,Đã sử dụng,Việt Nam
Ranger,577.000.000,Ford,Số sàn,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Hiace,95.000.000,Toyota,Số sàn,Van,110000,2005,Xăng,16,Đã sử dụng,
E Class,2.310.000.000,Mercedes Benz,Tự động,Sedan,,2021,Xăng,5,Mới,Đức
Grand i10,189.000.000,Hyundai,Số sàn,Hatchback,100000,2016,Xăng,5,Đã sử dụng,Ấn Độ
Grand i10,225.000.000,Hyundai,Số sàn,Hatchback,120000,2015,Xăng,5,Đã sử dụng,Hàn Quốc
Cerato,410.000.000,Kia,Số sàn,Sedan,38000,2018,Xăng,5,Đã sử dụng,Việt Nam
Innova,240.000.000,Toyota,Số sàn,Minivan (MPV),168000,2006,Xăng,8,Đã sử dụng,Việt Nam
Grand i10,189.000.000,Hyundai,Số sàn,Hatchback,100000,2016,Xăng,5,Đã sử dụng,Ấn Độ
Vios,400.000.000,Toyota,Số sàn,Sedan,92000,2019,Xăng,5,Đã sử dụng,Nhật Bản
Innova,245.000.000,Toyota,Số sàn,Kiểu dáng khác,400,2009,Xăng,7,Đã sử dụng,Việt Nam
Wigo,385.000.000,Toyota,Tự động,Hatchback,,2021,Xăng,5,Mới,Thái Lan
Fortuner,625.000.000,Toyota,Tự động,SUV / Cross over,1,2015,Xăng,7,Đã sử dụng,Việt Nam
Transit,380.000.000,Ford,Số sàn,Kiểu dáng khác,78000,2018,Dầu,16,Đã sử dụng,Mỹ
Rush,600.000.000,Toyota,Tự động,SUV / Cross over,4700,2020,Xăng,7,Đã sử dụng,
Innova,600.000.000,Toyota,Số sàn,Minivan (MPV),50000,2019,Xăng,8,Đã sử dụng,Nhật Bản
Land Cruiser,330.000.000,Toyota,Số sàn,SUV / Cross over,98999,1997,Xăng,7,Đã sử dụng,Nhật Bản
Everest,939.000.000,Ford,Tự động,SUV / Cross over,121000,2018,Dầu,7,Đã sử dụng,Thái Lan
Attrage,375.000.000,Mitsubishi,Số sàn,Sedan,,2021,Xăng,5,Mới,Thái Lan
Ranger,875.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
EcoSport,538.000.000,Ford,Tự động,SUV / Cross over,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Tucson,719.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Attrage,375.000.000,Mitsubishi,Số sàn,Sedan,,2021,Xăng,5,Mới,Nhật Bản
Vios,396.000.000,Toyota,Số sàn,Sedan,29000,2019,Xăng,5,Đã sử dụng,Việt Nam
X trail,818.000.000,Nissan,Tự động,SUV / Cross over,43000,2018,Xăng,7,Đã sử dụng,Việt Nam
Grand i10,9.000.000,Hyundai,Tự động,Sedan,40000,2020,Xăng,5,Đã sử dụng,Hàn Quốc
5 Series,1.199.999.999,BMW,Tự động,Sedan,41000,2016,,5,Đã sử dụng,Đức
Corolla Altis,763.000.000,Toyota,Tự động,Sedan,,2021,,5,Mới,Việt Nam
Yaris,633.000.000,Toyota,Tự động,Hatchback,,2021,Xăng,5,Mới,Nước khác
Wigo,309.000.000,Toyota,Tự động,Hatchback,36000,2018,Xăng,5,Đã sử dụng,Việt Nam
5,647.000.000,Mazda,Tự động,SUV / Cross over,54000,2016,Xăng,5,Đã sử dụng,Việt Nam
Outlander Sport,774.000.000,Mitsubishi,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nhật Bản
ZS,519.000.000,MG,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Triton,760.000.000,Mitsubishi,Tự động,,,2021,,,Mới,
Fortuner,655.000.000,Toyota,Số sàn,SUV / Cross over,120000,2016,Dầu,7,Đã sử dụng,Việt Nam
Corolla Altis,465.000.000,Toyota,Số sàn,Sedan,60000,2014,Xăng,5,Đã sử dụng,Việt Nam
X Terra,875.000.000,Nissan,Tự động,SUV / Cross over,35000,2019,Xăng,7,Đã sử dụng,Thái Lan
CR V,1.118.000.000,Honda,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Pajero,100.000.000,Mitsubishi,Số sàn,SUV / Cross over,200000,1995,Xăng,7,Đã sử dụng,Nhật Bản
3,468.000.000,Mazda,Tự động,Sedan,58000,2016,Xăng,5,Đã sử dụng,Việt Nam
CLA Class,865.000.000,Mercedes Benz,Tự động,Sedan,80000,2016,Xăng,5,Đã sử dụng,
Camry,385.000.000,Toyota,Tự động,Sedan,71000,2007,Xăng,5,Đã sử dụng,Việt Nam
K3,559.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Venza,585.000.000,Toyota,Tự động,SUV / Cross over,55000,2009,Xăng,5,Đã sử dụng,Mỹ
Aveo,230.000.000,Chevrolet,Số sàn,Sedan,43000,2018,Xăng,5,Đã sử dụng,
Soluto,379.000.000,Kia,Tự động,Sedan,35000,2019,Xăng,5,Đã sử dụng,Việt Nam
Sprinter,375.000.000,Mercedes Benz,Số sàn,Kiểu dáng khác,120000,2012,Dầu,9,Đã sử dụng,Việt Nam
Vios,250.000.000,Toyota,Số sàn,Sedan,100000,2015,Xăng,5,Đã sử dụng,Việt Nam
Explorer,1.499.000.000,Ford,Tự động,SUV / Cross over,37000,2016,Xăng,8,Đã sử dụng,Mỹ
Camry,300.000.000,Toyota,Tự động,Sedan,163000,2005,Xăng,4,Đã sử dụng,Việt Nam
Fortuner,585.000.000,Toyota,Tự động,SUV / Cross over,80123,2015,Xăng,7,Đã sử dụng,Việt Nam
Fortuner,645.000.000,Toyota,Số sàn,SUV / Cross over,60000,2014,Dầu,7,Đã sử dụng,Việt Nam
Jolie,120.000.000,Mitsubishi,Số sàn,SUV / Cross over,100000,2004,Xăng,7,Đã sử dụng,Việt Nam
Xpander,515.000.000,Mitsubishi,Tự động,SUV / Cross over,28000,2019,Xăng,7,Đã sử dụng,Nước khác
Spark,193.000.000,Chevrolet,Số sàn,Hatchback,40000,2017,Xăng,5,Đã sử dụng,Việt Nam
